Offense_id,Year,Dimension,Category,Nr_of_victims,Country_id,Victim_id
31113,2022,by form of exploitation,Forced labour,6.0,190,6
31114,2022,by form of exploitation,Forced labour,30.0,190,7
31115,2022,by form of exploitation,Forced labour,2.5,190,9
31116,2022,by form of exploitation,Forced labour,2.5,190,8
31117,2022,by form of exploitation,Forced labour,10.0,190,2
31118,2022,by form of exploitation,Forced labour,45.0,190,3
31119,2022,by form of exploitation,Forced labour,55.0,190,1
31120,2022,by form of exploitation,Forced labour,2.5,190,1
31121,2022,by form of exploitation,Sexual exploitation,86.0,190,4
31122,2022,by form of exploitation,Sexual exploitation,39.0,190,5
31123,2022,by form of exploitation,Sexual exploitation,2.5,190,6
31124,2022,by form of exploitation,Sexual exploitation,2.5,190,7
31125,2022,by form of exploitation,Sexual exploitation,2.5,190,9
31126,2022,by form of exploitation,Sexual exploitation,2.5,190,8
31127,2022,by form of exploitation,Sexual exploitation,86.0,190,2
31128,2022,by form of exploitation,Sexual exploitation,39.0,190,3
31129,2022,by form of exploitation,Sexual exploitation,125.0,190,1
31130,2022,by form of exploitation,Sexual exploitation,2.5,190,1
31131,2007,Unknown,Unknown,938.0,191,1
31132,2008,Unknown,Unknown,981.0,191,1
31133,2009,Unknown,Unknown,869.0,191,1
31134,2010,Unknown,Unknown,671.0,191,1
31135,2011,Unknown,Unknown,821.0,191,1
31136,2012,Unknown,Unknown,2.5,191,2
31137,2012,Unknown,Unknown,2.5,191,3
31138,2012,Unknown,Unknown,1206.0,191,1
31139,2013,Unknown,Unknown,2.5,191,2
31140,2013,Unknown,Unknown,2.5,191,3
31141,2013,Unknown,Unknown,871.0,191,1
31142,2014,Unknown,Unknown,2.5,191,2
31143,2014,Unknown,Unknown,2.5,191,3
31144,2014,Unknown,Unknown,903.0,191,1
31145,2015,Unknown,Unknown,2.5,191,2
31146,2015,Unknown,Unknown,2.5,191,3
31147,2015,Unknown,Unknown,449.0,191,1
31148,2017,by form of exploitation,Sexual exploitation,2.5,191,1
31149,2018,by form of exploitation,Forced labour,2.5,191,1
31150,2018,by form of exploitation,Sexual exploitation,2.5,191,1
31151,2019,by form of exploitation,Sexual exploitation,2.5,191,1
31152,2020,by form of exploitation,Forced labour,2.5,191,1
31153,2020,by form of exploitation,Sexual exploitation,2.5,191,1
31154,2017,Unknown,Unknown,2.5,192,4
31155,2017,Unknown,Unknown,2.5,192,5
31156,2017,Unknown,Unknown,2.5,192,6
31157,2017,Unknown,Unknown,2.5,192,7
31158,2017,Unknown,Unknown,2.5,192,9
31159,2017,Unknown,Unknown,2.5,192,8
31160,2017,Unknown,Unknown,2.5,192,2
31161,2017,Unknown,Unknown,2.5,192,3
31162,2017,Unknown,Unknown,2.5,192,1
31163,2017,Unknown,Unknown,2.5,192,1
31164,2018,Unknown,Unknown,2.5,192,4
31165,2018,Unknown,Unknown,2.5,192,5
31166,2018,Unknown,Unknown,2.5,192,6
31167,2018,Unknown,Unknown,101.0,192,7
31168,2018,Unknown,Unknown,2.5,192,9
31169,2018,Unknown,Unknown,2.5,192,2
31170,2018,Unknown,Unknown,101.0,192,3
31171,2018,Unknown,Unknown,101.0,192,1
31172,2018,Unknown,Unknown,2.5,192,1
31173,2019,Unknown,Unknown,2.5,192,4
31174,2019,Unknown,Unknown,2.5,192,5
31175,2019,Unknown,Unknown,2.5,192,6
31176,2019,Unknown,Unknown,2.5,192,7
31177,2019,Unknown,Unknown,2.5,192,9
31178,2019,Unknown,Unknown,2.5,192,8
31179,2019,Unknown,Unknown,2.5,192,2
31180,2019,Unknown,Unknown,2.5,192,3
31181,2019,Unknown,Unknown,2.5,192,1
31182,2019,Unknown,Unknown,2.5,192,1
31183,2020,Unknown,Unknown,2.5,192,4
31184,2020,Unknown,Unknown,2.5,192,5
31185,2020,Unknown,Unknown,2.5,192,6
31186,2020,Unknown,Unknown,2.5,192,7
31187,2020,Unknown,Unknown,2.5,192,9
31188,2020,Unknown,Unknown,2.5,192,2
31189,2020,Unknown,Unknown,2.5,192,3
31190,2020,Unknown,Unknown,2.5,192,1
31191,2020,Unknown,Unknown,2.5,192,1
31192,2003,by country of repatriation,Abroad,2.5,193,1
31193,2008,by country of repatriation,Abroad,2.5,193,1
31194,2012,by country of repatriation,Abroad,2.5,193,1
31195,2014,by country of repatriation,Abroad,2.5,193,1
31196,2008,by country of repatriation,Abroad,2.5,194,1
31197,2012,Unknown,Unknown,2.5,194,2
31198,2012,Unknown,Unknown,2.5,194,3
31199,2012,Unknown,Unknown,2.5,194,1
31200,2012,by country of repatriation,Abroad,2.5,194,1
31201,2012,by country of repatriation,Nigeria,2.5,194,1
31202,2012,by country of repatriation,Tanzania,2.5,194,1
31203,2013,Unknown,Unknown,2.5,194,2
31204,2013,Unknown,Unknown,2.5,194,3
31205,2013,Unknown,Unknown,2.5,194,1
31206,2013,by country of repatriation,Nigeria,10.0,194,1
31207,2014,Unknown,Unknown,2.5,194,2
31208,2014,Unknown,Unknown,2.5,194,3
31209,2014,by country of repatriation,Abroad,2.5,194,1
31210,2015,Unknown,Unknown,2.5,194,2
31211,2015,Unknown,Unknown,2.5,194,3
31212,2016,by country of repatriation,Abroad,2.5,194,1
31213,2017,by form of exploitation,Sexual exploitation,2.5,194,1
31214,2018,by form of exploitation,Forced labour,2.5,194,1
31215,2018,by form of exploitation,Sexual exploitation,2.5,194,1
31216,2019,by form of exploitation,Sexual exploitation,2.5,194,1
31217,2020,by form of exploitation,Forced labour,2.5,194,1
31218,2020,by form of exploitation,Sexual exploitation,2.5,194,1
31219,2003,by country of repatriation,Abroad,2.5,195,1
31220,2005,by form of exploitation,Forced labour,7.0,195,1
31221,2005,by form of exploitation,Sexual exploitation,25.0,195,1
31222,2006,by form of exploitation,Forced labour,20.0,195,1
31223,2006,by form of exploitation,Sexual exploitation,41.0,195,1
31224,2010,Unknown,Unknown,13.0,195,2
31225,2010,Unknown,Unknown,235.0,195,3
31226,2010,Unknown,Unknown,248.0,195,1
31227,2010,by citizenship,Bangladesh,2.5,195,1
31228,2010,by citizenship,Bulgaria,2.5,195,1
31229,2010,by citizenship,China,2.5,195,1
31230,2010,by citizenship,India,2.5,195,1
31231,2010,by citizenship,Namibia,2.5,195,1
31232,2010,by citizenship,Nigeria,2.5,195,1
31233,2010,by citizenship,Pakistan,2.5,195,1
31234,2010,by citizenship,Romania,2.5,195,1
31235,2010,by citizenship,Russia,2.5,195,1
31236,2010,by citizenship,South Africa,16.0,195,1
31237,2010,by citizenship,Eswatini,2.5,195,1
31238,2010,by citizenship,Thailand,8.0,195,1
31239,2010,by country of repatriation,Thailand,11.0,195,1
31240,2011,Unknown,Unknown,87.0,195,1
31241,2011,by citizenship,Brazil,2.5,195,1
31242,2011,by citizenship,Burundi,2.5,195,1
31243,2011,by citizenship,Democratic Republic of the Congo,2.5,195,1
31244,2011,by citizenship,Mozambique,13.0,195,1
31245,2011,by citizenship,Russia,2.5,195,1
31246,2011,by citizenship,Rwanda,2.5,195,1
31247,2011,by citizenship,South Africa,44.0,195,1
31248,2011,by citizenship,Thailand,17.0,195,1
31249,2011,by country of repatriation,Thailand,2.5,195,1
31250,2012,Unknown,Unknown,2.5,195,2
31251,2012,Unknown,Unknown,2.5,195,3
31252,2012,Unknown,Unknown,87.0,195,1
31253,2012,by citizenship,Brazil,2.5,195,1
31254,2012,by citizenship,Burundi,2.5,195,1
31255,2012,by citizenship,Democratic Republic of the Congo,2.5,195,1
31256,2012,by citizenship,Mozambique,13.0,195,1
31257,2012,by citizenship,Russia,2.5,195,1
31258,2012,by citizenship,Rwanda,2.5,195,1
31259,2012,by citizenship,South Africa,44.0,195,1
31260,2012,by citizenship,Thailand,17.0,195,1
31261,2013,Unknown,Unknown,2.5,195,2
31262,2013,Unknown,Unknown,2.5,195,3
31263,2013,Unknown,Unknown,64.0,195,1
31264,2013,by citizenship,South Africa,9.0,195,1
31265,2013,by country of repatriation,Uganda,2.5,195,1
31266,2014,Unknown,Unknown,2.5,195,2
31267,2014,Unknown,Unknown,2.5,195,3
31268,2014,Unknown,Unknown,55.0,195,1
31269,2014,by citizenship,China,2.5,195,1
31270,2014,by citizenship,Mozambique,2.5,195,1
31271,2014,by citizenship,Nigeria,2.5,195,1
31272,2014,by citizenship,South Africa,43.0,195,1
31273,2014,by citizenship,Thailand,6.0,195,1
31274,2014,by country of repatriation,Uganda,2.5,195,1
31275,2015,Unknown,Unknown,2.5,195,2
31276,2015,Unknown,Unknown,2.5,195,3
31277,2015,by country of repatriation,Lesotho,2.5,195,1
31278,2016,by country of repatriation,Lesotho,2.5,195,1
31279,2016,by country of repatriation,Thailand,2.5,195,1
31280,2016,by country of repatriation,Uganda,2.5,195,1
31281,2017,by form of exploitation,Sexual exploitation,2.5,195,1
31282,2018,Unknown,Unknown,22.0,195,4
31283,2018,Unknown,Unknown,63.0,195,5
31284,2018,Unknown,Unknown,5.0,195,6
31285,2018,Unknown,Unknown,6.0,195,7
31286,2018,Unknown,Unknown,27.0,195,2
31287,2018,Unknown,Unknown,69.0,195,3
31288,2018,Unknown,Unknown,96.0,195,1
31289,2018,by form of exploitation,Forced labour,26.0,195,1
31290,2018,by form of exploitation,Sexual exploitation,61.0,195,1
31291,2019,by form of exploitation,Sexual exploitation,2.5,195,1
31292,2020,Unknown,Unknown,2.5,195,4
31293,2020,Unknown,Unknown,2.5,195,5
31294,2020,Unknown,Unknown,2.5,195,6
31295,2020,Unknown,Unknown,2.5,195,7
31296,2020,Unknown,Unknown,2.5,195,2
31297,2020,Unknown,Unknown,2.5,195,3
31298,2020,Unknown,Unknown,2.5,195,1
31299,2020,by citizenship,Mozambique,2.5,195,1
31300,2020,by citizenship,Nationals,2.5,195,1
31301,2020,by citizenship,Unknown,2.5,195,1
31302,2020,by form of exploitation,Forced labour,2.5,195,4
31303,2020,by form of exploitation,Forced labour,2.5,195,5
31304,2020,by form of exploitation,Forced labour,2.5,195,6
31305,2020,by form of exploitation,Forced labour,2.5,195,7
31306,2020,by form of exploitation,Forced labour,2.5,195,1
31307,2020,by form of exploitation,Sexual exploitation,2.5,195,4
31308,2020,by form of exploitation,Sexual exploitation,2.5,195,5
31309,2020,by form of exploitation,Sexual exploitation,2.5,195,6
31310,2020,by form of exploitation,Sexual exploitation,2.5,195,7
31311,2020,by form of exploitation,Sexual exploitation,2.5,195,2
31312,2020,by form of exploitation,Sexual exploitation,2.5,195,3
31313,2020,by form of exploitation,Sexual exploitation,2.5,195,1
31314,2021,Unknown,Unknown,6.0,195,4
31315,2021,Unknown,Unknown,20.0,195,5
31316,2021,Unknown,Unknown,2.5,195,6
31317,2021,Unknown,Unknown,2.5,195,7
31318,2021,Unknown,Unknown,7.0,195,2
31319,2021,Unknown,Unknown,14.0,195,3
31320,2021,Unknown,Unknown,21.0,195,1
31321,2021,by citizenship,Lesotho,11.0,195,1
31322,2021,by citizenship,South Africa,8.0,195,1
31323,2021,by citizenship,Zimbabwe,2.5,195,1
31324,2021,by form of exploitation,Forced labour,2.5,195,4
31325,2021,by form of exploitation,Forced labour,2.5,195,5
31326,2021,by form of exploitation,Forced labour,2.5,195,6
31327,2021,by form of exploitation,Forced labour,2.5,195,7
31328,2021,by form of exploitation,Sexual exploitation,6.0,195,4
31329,2021,by form of exploitation,Sexual exploitation,14.0,195,5
31330,2021,by form of exploitation,Sexual exploitation,2.5,195,6
31331,2021,by form of exploitation,Sexual exploitation,2.5,195,7
31332,2021,by form of exploitation,Sexual exploitation,6.0,195,2
31333,2021,by form of exploitation,Sexual exploitation,14.0,195,3
31334,2021,by form of exploitation,Sexual exploitation,20.0,195,1
31335,2022,Unknown,Unknown,15.0,195,4
31336,2022,Unknown,Unknown,27.0,195,5
31337,2022,Unknown,Unknown,5.0,195,6
31338,2022,Unknown,Unknown,5.0,195,7
31339,2022,Unknown,Unknown,20.0,195,2
31340,2022,Unknown,Unknown,12.0,195,3
31341,2022,Unknown,Unknown,32.0,195,1
31342,2022,by form of exploitation,Forced labour,2.5,195,4
31343,2022,by form of exploitation,Forced labour,2.5,195,5
31344,2022,by form of exploitation,Forced labour,2.5,195,6
31345,2022,by form of exploitation,Forced labour,2.5,195,7
31346,2022,by form of exploitation,Forced labour,2.5,195,2
31347,2022,by form of exploitation,Forced labour,2.5,195,3
31348,2022,by form of exploitation,Forced labour,2.5,195,1
31349,2022,by form of exploitation,Sexual exploitation,13.0,195,4
31350,2022,by form of exploitation,Sexual exploitation,12.0,195,5
31351,2022,by form of exploitation,Sexual exploitation,2.5,195,6
31352,2022,by form of exploitation,Sexual exploitation,2.5,195,7
31353,2022,by form of exploitation,Sexual exploitation,13.0,195,2
31354,2022,by form of exploitation,Sexual exploitation,12.0,195,3
31355,2022,by form of exploitation,Sexual exploitation,25.0,195,1
31356,2003,by country of repatriation,Abroad,2.5,196,1
31357,2009,Unknown,Unknown,30.0,196,1
31358,2009,by citizenship,Afghanistan,2.5,196,1
31359,2009,by citizenship,Angola,5.0,196,1
31360,2009,by citizenship,Democratic Republic of the Congo,2.5,196,1
31361,2009,by citizenship,Rwanda,13.0,196,1
31362,2009,by citizenship,Zambia,8.0,196,1
31363,2010,by country of repatriation,Jamaica,2.5,196,1
31364,2012,Unknown,Unknown,2.5,196,2
31365,2012,Unknown,Unknown,2.5,196,3
31366,2013,Unknown,Unknown,2.5,196,2
31367,2013,Unknown,Unknown,2.5,196,3
31368,2014,Unknown,Unknown,2.5,196,2
31369,2014,Unknown,Unknown,2.5,196,3
31370,2015,Unknown,Unknown,2.5,196,2
31371,2015,Unknown,Unknown,2.5,196,3
31372,2017,Unknown,Unknown,2.5,196,4
31373,2017,Unknown,Unknown,2.5,196,5
31374,2017,Unknown,Unknown,2.5,196,6
31375,2017,Unknown,Unknown,2.5,196,7
31376,2017,Unknown,Unknown,2.5,196,2
31377,2017,Unknown,Unknown,2.5,196,3
31378,2017,Unknown,Unknown,2.5,196,1
31379,2017,by form of exploitation,Forced labour,9.0,196,4
31380,2017,by form of exploitation,Forced labour,2.5,196,5
31381,2017,by form of exploitation,Forced labour,2.5,196,6
31382,2017,by form of exploitation,Forced labour,2.5,196,7
31383,2017,by form of exploitation,Forced labour,9.0,196,1
31384,2017,by form of exploitation,Sexual exploitation,2.5,196,4
31385,2017,by form of exploitation,Sexual exploitation,2.5,196,5
31386,2017,by form of exploitation,Sexual exploitation,2.5,196,6
31387,2017,by form of exploitation,Sexual exploitation,2.5,196,7
31388,2017,by form of exploitation,Sexual exploitation,2.5,196,1
31389,2018,Unknown,Unknown,2.5,196,1
31390,2018,by form of exploitation,Forced labour,7.0,196,4
31391,2018,by form of exploitation,Forced labour,11.0,196,5
31392,2018,by form of exploitation,Forced labour,8.0,196,6
31393,2018,by form of exploitation,Forced labour,5.0,196,7
31394,2018,by form of exploitation,Forced labour,30.0,196,1
31395,2018,by form of exploitation,Sexual exploitation,2.5,196,1
31396,2019,Unknown,Unknown,8.0,196,1
31397,2019,by form of exploitation,Forced labour,18.0,196,1
31398,2019,by form of exploitation,Sexual exploitation,2.5,196,1
31399,2020,Unknown,Unknown,2.5,196,4
31400,2020,Unknown,Unknown,2.5,196,5
31401,2020,Unknown,Unknown,2.5,196,6
31402,2020,Unknown,Unknown,2.5,196,7
31403,2020,Unknown,Unknown,2.5,196,2
31404,2020,Unknown,Unknown,2.5,196,3
31405,2020,Unknown,Unknown,2.5,196,1
31406,2020,by form of exploitation,Forced labour,2.5,196,1
31407,2020,by form of exploitation,Sexual exploitation,2.5,196,1
31408,2003,by country of repatriation,Abroad,2.5,197,1
31409,2008,by country of repatriation,Abroad,2.5,197,1
31410,2010,by citizenship,Zimbabwe,2.5,197,1
31411,2010,by country of repatriation,South Africa,2.5,197,1
31412,2012,by country of repatriation,Abroad,2.5,197,1
31413,2017,Unknown,Unknown,2.5,197,1
31414,2018,Unknown,Unknown,2.5,197,1
31415,2019,Unknown,Unknown,2.5,197,1
31416,2020,Unknown,Unknown,2.5,197,4
31417,2020,Unknown,Unknown,2.5,197,5
31418,2020,Unknown,Unknown,2.5,197,6
31419,2020,Unknown,Unknown,2.5,197,7
31420,2020,Unknown,Unknown,2.5,197,2
31421,2020,Unknown,Unknown,2.5,197,3
31422,2020,Unknown,Unknown,2.5,197,1
31423,2020,by form of exploitation,Forced labour,2.5,197,4
31424,2020,by form of exploitation,Forced labour,2.5,197,5
31425,2020,by form of exploitation,Forced labour,2.5,197,6
31426,2020,by form of exploitation,Forced labour,2.5,197,7
31427,2020,by form of exploitation,Forced labour,2.5,197,1
31428,2020,by form of exploitation,Sexual exploitation,2.5,197,4
31429,2020,by form of exploitation,Sexual exploitation,2.5,197,5
31430,2020,by form of exploitation,Sexual exploitation,2.5,197,6
31431,2020,by form of exploitation,Sexual exploitation,2.5,197,7
31432,2020,by form of exploitation,Sexual exploitation,2.5,197,1
31433,2017,Unknown,Unknown,2.5,198,4
31434,2018,Unknown,Unknown,2.5,198,4
31435,2018,Unknown,Unknown,2.5,198,5
31436,2018,Unknown,Unknown,2.5,198,6
31437,2018,by form of exploitation,Sexual exploitation,2.5,198,7
31438,2019,Unknown,Unknown,2.5,198,4
31439,2019,Unknown,Unknown,2.5,198,6
31440,2019,by form of exploitation,Sexual exploitation,2.5,198,7
31441,2020,Unknown,Unknown,2.5,198,4
31442,2020,Unknown,Unknown,2.5,198,5
31443,2020,Unknown,Unknown,2.5,198,6
31444,2020,by form of exploitation,Forced labour,2.5,198,5
31445,2017,Unknown,Unknown,2.5,198,10
31446,2018,Unknown,Unknown,5.0,198,10
31447,2018,Unknown,Unknown,2.5,198,11
31448,2019,Unknown,Unknown,2.5,198,10
31449,2019,Unknown,Unknown,2.5,198,11
31450,2020,Unknown,Unknown,6.0,198,10
31451,2020,Unknown,Unknown,2.5,198,11
31452,2017,Unknown,Unknown,10.0,3,10
31453,2017,Unknown,Unknown,17.0,3,11
31454,2018,Unknown,Unknown,2.5,3,10
31455,2018,Unknown,Unknown,5.0,3,11
31456,2019,Unknown,Unknown,5.0,3,10
31457,2019,Unknown,Unknown,5.0,3,11
31458,2020,Unknown,Unknown,8.0,3,10
31459,2020,Unknown,Unknown,2.5,3,11
31460,2021,Unknown,Unknown,9.0,3,10
31461,2021,Unknown,Unknown,2.5,3,11
31462,2022,Unknown,Unknown,18.0,3,10
31463,2022,Unknown,Unknown,2.5,3,11
31464,2009,Unknown,Unknown,17.0,4,10
31465,2009,Unknown,Unknown,5.0,4,11
31466,2014,Unknown,Unknown,108.0,4,10
31467,2014,Unknown,Unknown,17.0,4,11
31468,2015,Unknown,Unknown,87.0,4,10
31469,2015,Unknown,Unknown,22.0,4,11
31470,2016,Unknown,Unknown,84.0,4,10
31471,2016,Unknown,Unknown,11.0,4,11
31472,2017,Unknown,Unknown,60.0,4,10
31473,2017,Unknown,Unknown,35.0,4,11
31474,2018,Unknown,Unknown,60.0,4,10
31475,2018,Unknown,Unknown,35.0,4,11
31476,2019,Unknown,Unknown,80.0,4,10
31477,2019,Unknown,Unknown,23.0,4,11
31478,2020,Unknown,Unknown,62.0,4,10
31479,2020,Unknown,Unknown,24.0,4,11
31480,2021,Unknown,Unknown,99.0,4,10
31481,2021,Unknown,Unknown,60.0,4,11
31482,2022,Unknown,Unknown,81.0,4,10
31483,2022,Unknown,Unknown,31.0,4,11
31484,2017,Unknown,Unknown,2.5,5,10
31485,2017,Unknown,Unknown,2.5,5,11
31486,2018,Unknown,Unknown,2.5,5,10
31487,2018,Unknown,Unknown,2.5,5,11
31488,2021,Unknown,Unknown,2.5,5,10
31489,2008,Unknown,Unknown,42.0,6,10
31490,2008,Unknown,Unknown,2.5,6,11
31491,2009,Unknown,Unknown,33.0,6,10
31492,2009,Unknown,Unknown,2.5,6,11
31493,2010,Unknown,Unknown,149.0,6,10
31494,2010,Unknown,Unknown,2.5,6,11
31495,2011,Unknown,Unknown,48.0,6,10
31496,2011,Unknown,Unknown,2.5,6,11
31497,2012,Unknown,Unknown,75.0,6,10
31498,2012,Unknown,Unknown,2.5,6,11
31499,2013,Unknown,Unknown,24.0,6,10
31500,2013,Unknown,Unknown,2.5,6,11
31501,2015,Unknown,Unknown,17.0,6,10
31502,2015,Unknown,Unknown,2.5,6,11
31503,2017,Unknown,Unknown,28.0,6,10
31504,2017,Unknown,Unknown,2.5,6,11
31505,2018,Unknown,Unknown,32.0,6,10
31506,2018,Unknown,Unknown,19.0,6,11
31507,2019,Unknown,Unknown,50.0,6,10
31508,2019,Unknown,Unknown,2.5,6,11
31509,2019,Unknown,Unknown,2.5,6,12
31510,2020,Unknown,Unknown,20.0,6,10
31511,2020,Unknown,Unknown,2.5,6,11
31512,2020,Unknown,Unknown,2.5,6,12
31513,2021,Unknown,Unknown,25.0,6,10
31514,2021,Unknown,Unknown,7.0,6,11
31515,2022,Unknown,Unknown,38.0,6,10
31516,2022,Unknown,Unknown,2.5,6,11
31517,2010,Unknown,Unknown,210.0,7,10
31518,2010,Unknown,Unknown,53.0,7,11
31519,2011,Unknown,Unknown,98.0,7,10
31520,2011,Unknown,Unknown,52.0,7,11
31521,2012,Unknown,Unknown,245.0,7,10
31522,2012,Unknown,Unknown,58.0,7,11
31523,2013,Unknown,Unknown,224.0,7,10
31524,2013,Unknown,Unknown,113.0,7,11
31525,2014,Unknown,Unknown,205.0,7,10
31526,2014,Unknown,Unknown,139.0,7,11
31527,2015,Unknown,Unknown,122.0,7,10
31528,2015,Unknown,Unknown,94.0,7,11
31529,2016,Unknown,Unknown,307.0,7,10
31530,2016,Unknown,Unknown,103.0,7,11
31531,2017,Unknown,Unknown,657.0,7,10
31532,2017,Unknown,Unknown,524.0,7,11
31533,2017,Unknown,Unknown,2.5,7,12
31534,2018,Unknown,Unknown,859.0,7,10
31535,2018,Unknown,Unknown,670.0,7,11
31536,2018,Unknown,Unknown,2.5,7,12
31537,2018,Unknown,Unknown,2.5,7,12
31538,2019,Unknown,Unknown,877.0,7,10
31539,2019,Unknown,Unknown,702.0,7,11
31540,2019,Unknown,Unknown,2.5,7,12
31541,2019,Unknown,Unknown,11.0,7,12
31542,2020,Unknown,Unknown,406.0,7,10
31543,2020,Unknown,Unknown,518.0,7,11
31544,2020,Unknown,Unknown,2.5,7,12
31545,2020,Unknown,Unknown,9.0,7,12
31546,2021,Unknown,Unknown,548.0,7,10
31547,2021,Unknown,Unknown,849.0,7,11
31548,2021,Unknown,Unknown,2.5,7,12
31549,2021,Unknown,Unknown,6.0,7,12
31550,2022,Unknown,Unknown,635.0,7,10
31551,2022,Unknown,Unknown,545.0,7,11
31552,2022,Unknown,Unknown,2.5,7,12
31553,2022,Unknown,Unknown,6.0,7,12
31554,2007,Unknown,Unknown,36.0,8,10
31555,2007,Unknown,Unknown,2.5,8,11
31556,2008,Unknown,Unknown,32.0,8,10
31557,2008,Unknown,Unknown,2.5,8,11
31558,2009,Unknown,Unknown,42.0,8,10
31559,2009,Unknown,Unknown,18.0,8,11
31560,2010,Unknown,Unknown,19.0,8,10
31561,2010,Unknown,Unknown,2.5,8,11
31562,2011,Unknown,Unknown,12.0,8,10
31563,2011,Unknown,Unknown,2.5,8,11
31564,2012,Unknown,Unknown,10.0,8,10
31565,2012,Unknown,Unknown,2.5,8,11
31566,2013,Unknown,Unknown,17.0,8,10
31567,2013,Unknown,Unknown,2.5,8,11
31568,2014,Unknown,Unknown,6.0,8,10
31569,2014,Unknown,Unknown,2.5,8,11
31570,2015,Unknown,Unknown,2.5,8,10
31571,2015,Unknown,Unknown,2.5,8,11
31572,2016,Unknown,Unknown,2.5,8,10
31573,2016,Unknown,Unknown,21.0,8,11
31574,2017,Unknown,Unknown,2.5,8,10
31575,2017,Unknown,Unknown,7.0,8,11
31576,2018,Unknown,Unknown,2.5,8,10
31577,2018,Unknown,Unknown,25.0,8,11
31578,2019,Unknown,Unknown,2.5,8,10
31579,2019,Unknown,Unknown,2.5,8,11
31580,2020,Unknown,Unknown,2.5,8,10
31581,2020,Unknown,Unknown,9.0,8,11
31582,2021,Unknown,Unknown,6.0,8,10
31583,2021,Unknown,Unknown,7.0,8,11
31584,2007,Unknown,Unknown,18.0,10,10
31585,2007,Unknown,Unknown,2.5,10,11
31586,2008,Unknown,Unknown,23.0,10,10
31587,2008,Unknown,Unknown,2.5,10,11
31588,2009,Unknown,Unknown,27.0,10,10
31589,2009,Unknown,Unknown,6.0,10,11
31590,2010,Unknown,Unknown,23.0,10,10
31591,2010,Unknown,Unknown,8.0,10,11
31592,2011,Unknown,Unknown,9.0,10,10
31593,2011,Unknown,Unknown,2.5,10,11
31594,2012,Unknown,Unknown,14.0,10,10
31595,2012,Unknown,Unknown,2.5,10,11
31596,2013,Unknown,Unknown,19.0,10,10
31597,2013,Unknown,Unknown,2.5,10,11
31598,2014,Unknown,Unknown,27.0,10,10
31599,2014,Unknown,Unknown,6.0,10,11
31600,2015,Unknown,Unknown,27.0,10,10
31601,2015,Unknown,Unknown,8.0,10,11
31602,2016,Unknown,Unknown,32.0,10,10
31603,2016,Unknown,Unknown,2.5,10,11
31604,2017,Unknown,Unknown,74.0,10,10
31605,2017,Unknown,Unknown,16.0,10,11
31606,2018,Unknown,Unknown,101.0,10,10
31607,2018,Unknown,Unknown,33.0,10,11
31608,2019,Unknown,Unknown,56.0,10,10
31609,2019,Unknown,Unknown,2.5,10,11
31610,2019,Unknown,Unknown,21.0,10,11
31611,2020,Unknown,Unknown,60.0,10,10
31612,2020,Unknown,Unknown,2.5,10,11
31613,2020,Unknown,Unknown,10.0,10,11
31614,2021,Unknown,Unknown,38.0,10,10
31615,2021,Unknown,Unknown,5.0,10,11
31616,2022,Unknown,Unknown,32.0,10,10
31617,2022,Unknown,Unknown,2.5,10,11
31618,2007,Unknown,Unknown,11.0,11,10
31619,2007,Unknown,Unknown,2.5,11,11
31620,2008,Unknown,Unknown,2.5,11,10
31621,2008,Unknown,Unknown,2.5,11,11
31622,2009,Unknown,Unknown,11.0,11,10
31623,2009,Unknown,Unknown,11.0,11,11
31624,2010,Unknown,Unknown,12.0,11,10
31625,2010,Unknown,Unknown,2.5,11,11
31626,2012,Unknown,Unknown,19.0,11,10
31627,2012,Unknown,Unknown,9.0,11,11
31628,2013,Unknown,Unknown,16.0,11,10
31629,2013,Unknown,Unknown,7.0,11,11
31630,2014,Unknown,Unknown,53.0,11,10
31631,2014,Unknown,Unknown,26.0,11,11
31632,2015,Unknown,Unknown,109.0,11,10
31633,2015,Unknown,Unknown,17.0,11,11
31634,2016,Unknown,Unknown,49.0,11,10
31635,2016,Unknown,Unknown,23.0,11,11
31636,2017,Unknown,Unknown,224.0,11,10
31637,2017,Unknown,Unknown,63.0,11,11
31638,2017,Unknown,Unknown,67.0,11,12
31639,2018,Unknown,Unknown,256.0,11,10
31640,2018,Unknown,Unknown,48.0,11,11
31641,2018,Unknown,Unknown,39.0,11,12
31642,2019,Unknown,Unknown,106.0,11,10
31643,2019,Unknown,Unknown,53.0,11,11
31644,2019,Unknown,Unknown,17.0,11,12
31645,2020,Unknown,Unknown,92.0,11,10
31646,2020,Unknown,Unknown,22.0,11,11
31647,2020,Unknown,Unknown,14.0,11,12
31648,2021,Unknown,Unknown,335.0,11,10
31649,2021,Unknown,Unknown,59.0,11,11
31650,2007,Unknown,Unknown,101.0,12,10
31651,2007,Unknown,Unknown,2.5,12,11
31652,2008,Unknown,Unknown,76.0,12,10
31653,2008,Unknown,Unknown,2.5,12,11
31654,2009,Unknown,Unknown,80.0,12,10
31655,2009,Unknown,Unknown,11.0,12,11
31656,2010,Unknown,Unknown,33.0,12,10
31657,2010,Unknown,Unknown,2.5,12,11
31658,2012,Unknown,Unknown,36.0,12,10
31659,2012,Unknown,Unknown,17.0,12,11
31660,2013,Unknown,Unknown,41.0,12,10
31661,2013,Unknown,Unknown,15.0,12,11
